caseno_2011,prev_address_2011,age_2011,distance_to_work_2011,no_of_cars_2011,country_birth_2011,deprived_edu_2011,deprived_employ_2011,deprived_health_2011,deprived_housing_2011,deprived_2011,health_activity_limited_2011,child_2011,ethnicity_2011,general_health_2011,edu_2011,illness_in_house_2011,occupation_2011,prev_region_2011,social_grade_2011,sex_2011,tenure_2011,travel_mode_to_work_2011,travel_mode_to_work_2001,place_of_work_2011,live_near_work_2011,workplace_2011
2828843,1,13,,4,1,0,1,1,0,3,2,1,1,1,11,2,75,,3,2,0,,,,,
2828835,1,16,,1,1,0,0,0,0,1,3,1,1,2,15,0,33,,,1,0,,,,,
2828852,1,4,,4,1,0,0,1,0,2,3,3,1,1,12,1,,,2,2,1,,,,,
2828862,1,12,,3,1,0,0,1,0,2,3,1,1,1,10,1,53,,3,2,0,,,,,
2828900,1,12,1,2,1,0,0,0,0,1,3,1,1,2,11,0,42,,2,2,0,7,7,1,3,3
2828913,1,2,,2,1,0,0,0,0,1,3,6,1,1,,0,,,,1,1,,,,,
2828926,3,16,,1,1,0,0,1,0,2,1,1,1,5,11,2,,9,,2,4,,,,,
2828929,1,4,,2,1,0,1,0,0,2,3,3,1,1,10,0,,,3,2,4,,,,,
2828940,1,10,4,3,1,0,0,0,0,1,3,2,1,3,15,0,54,,1,2,1,7,7,1,3,3
2828978,1,6,,1,1,0,0,0,0,1,3,,1,1,14,0,13,,2,1,9,,,,,
2828997,3,1,,1,1,1,0,0,0,2,3,2,1,1,,0,,8,,1,5,,,,,
2828984,1,15,,2,1,0,0,1,0,2,1,1,1,4,13,2,72,,,1,0,,,,,
2828999,1,12,4,2,1,0,0,0,0,1,3,1,1,1,15,0,34,,2,2,1,7,7,1,4,4
2829027,1,3,,3,1,1,0,0,0,2,3,6,1,1,,0,,,,2,1,,,,,
2829062,1,10,,3,1,0,1,0,0,2,3,3,1,2,14,0,21,,2,2,1,,,,,
2829087,1,5,5,4,1,0,0,1,0,2,3,1,1,1,15,1,52,,3,2,0,3,3,1,4,4
2829078,1,6,8,1,11,0,0,0,0,1,3,,6,2,15,0,53,,3,1,0,10,1,2,1,2
2829107,3,8,,2,1,1,0,0,0,2,3,6,1,2,10,0,52,9,3,2,4,,,,,
2829120,,5,,4,,0,0,0,0,1,,,,,,0,,,,2,1,,,,,
2829169,1,11,5,2,8,0,0,0,0,1,3,1,1,2,15,0,22,,3,2,1,7,7,1,3,3
2829167,1,14,,2,1,0,1,0,0,2,3,1,1,2,15,0,13,,,1,0,,,,,
2829175,1,18,,1,1,1,0,0,0,2,3,1,1,2,10,0,24,,,1,0,,,,,
2829190,1,11,9,4,1,0,0,0,0,1,3,3,1,1,14,0,71,,3,1,1,7,7,3,2,1
2829231,1,14,,2,1,0,0,1,0,2,2,1,1,2,11,1,33,,,2,0,,,,,
2829251,1,12,7,2,1,0,0,0,0,1,3,3,1,1,15,0,24,,1,1,0,7,7,1,4,4
2829267,1,2,,2,1,0,1,1,0,3,3,6,1,1,,1,,,,1,1,,,,,
2829282,1,15,,1,1,1,0,0,0,2,3,1,1,1,10,0,93,,,2,0,,,,,
2829302,1,14,,3,1,0,0,0,0,1,3,1,1,1,12,0,26,,,2,0,,,,,
2829310,1,10,3,0,1,0,1,1,1,4,3,1,3,1,14,2,33,,2,2,3,7,7,1,3,3
2829347,1,5,1,2,1,0,0,0,0,1,3,1,1,2,14,0,52,,1,2,1,7,7,1,3,3
2829349,1,9,5,1,1,0,0,0,0,1,3,,1,2,12,0,31,,3,2,1,7,7,1,4,4
2829373,1,18,,0,1,1,0,1,0,3,2,,1,2,10,1,33,,,2,0,,,,,
2829379,1,5,2,2,1,1,0,0,1,3,3,4,1,1,11,0,52,,3,1,7,8,8,1,3,3
2829407,,3,,1,,0,1,1,0,3,,,,,,1,,,,1,1,,,,,
2829444,3,5,2,1,1,0,0,0,0,1,3,1,1,1,14,0,52,9,3,2,1,7,7,1,3,3
2829459,1,14,,2,1,0,0,0,0,1,3,1,1,2,15,0,53,,,2,0,,,,,
2829448,1,17,,2,1,0,0,0,0,1,3,1,1,2,10,0,24,,,1,0,,,,,
2829473,1,5,4,1,1,0,0,0,0,1,3,3,1,1,12,0,53,,3,2,9,10,10,1,3,3
2829488,1,13,,2,1,0,0,0,0,1,3,1,1,1,16,0,52,,4,2,0,,,,,
2829531,1,9,9,3,1,0,0,0,0,1,3,3,1,2,12,0,71,,3,1,1,7,7,3,2,1
2829538,1,9,7,3,1,0,0,1,0,2,3,3,1,2,14,1,33,,2,1,1,7,7,1,4,4
2829571,1,17,,0,1,0,0,1,0,2,1,1,1,4,15,2,71,,,1,0,,,,,
2829558,1,14,,2,1,0,0,0,0,1,3,1,1,2,15,0,24,,,1,1,,,,,
2829582,1,19,,1,1,1,0,1,0,3,1,1,1,3,10,2,51,,,2,3,,,,,
2829621,3,10,3,0,1,0,1,1,0,3,3,1,1,1,12,1,83,3,4,2,3,7,7,1,4,4
2829620,1,8,5,2,1,0,0,0,0,1,3,4,1,1,14,0,24,,2,1,1,8,8,1,4,4
2829638,1,8,2,1,1,1,0,0,0,2,3,,1,2,10,0,92,,4,2,3,7,7,1,3,3
2829659,1,13,,2,1,0,0,1,0,2,1,1,1,1,11,1,41,,1,2,0,,,,,
2829671,1,14,,1,1,1,0,0,0,2,3,,1,1,11,0,34,,,2,0,,,,,
2829711,,4,,1,,0,0,0,0,1,,,,,,0,,,,2,0,,,,,
2829702,1,10,5,1,1,0,0,0,0,1,3,,1,1,15,0,32,,1,2,0,7,7,1,4,4
2829723,3,5,,0,1,1,0,0,0,2,3,,1,1,10,0,,9,2,1,4,,,,,
2829729,1,14,,2,1,1,0,0,0,2,3,1,1,2,10,0,35,,,2,0,,,,,
2829750,1,12,8,2,1,0,0,1,0,2,2,4,1,3,12,1,61,,3,1,5,7,1,2,1,2
2829783,1,3,,1,1,1,0,0,0,2,3,5,1,2,,0,,,,1,3,,,,,
2829799,1,11,2,3,1,0,0,0,0,1,3,3,1,2,14,0,72,,3,1,0,9,9,1,3,3
2829813,1,11,8,3,1,0,0,0,0,1,3,1,1,2,12,0,33,,2,2,0,1,1,2,1,2
2829814,1,9,7,2,12,0,0,0,0,1,3,4,4,1,16,0,72,,3,1,0,7,7,1,4,4
2829841,,3,,2,,0,0,0,0,1,,,,,,0,,,,1,5,,,,,
2829889,1,3,,2,1,0,0,1,1,3,3,7,1,1,,1,,,,1,5,,,,,
2829876,1,4,,3,1,0,0,0,0,1,3,5,1,1,12,0,,,1,2,0,,,,,
2829907,3,8,,1,1,0,1,1,0,3,1,4,1,4,15,2,13,4,1,2,0,,,,,
2829901,1,7,8,3,1,0,0,0,0,1,3,4,1,2,15,0,81,,1,2,1,1,1,2,1,2
2829919,4,13,,0,1,1,0,1,0,3,1,,1,2,10,1,42,1,2,2,4,,,,,
2829979,1,13,,1,1,1,0,1,0,3,2,,1,3,10,1,53,,4,2,0,,,,,
2829976,2,7,2,2,1,0,0,0,0,1,3,2,1,2,13,0,51,8,3,2,5,7,7,1,3,3
2829987,1,16,,1,1,0,0,1,0,2,2,1,1,3,12,1,53,,,2,0,,,,,
2829989,2,11,7,1,1,0,0,1,0,2,3,1,1,1,15,1,26,8,1,2,0,3,3,1,4,4
2830001,1,15,,1,1,0,0,0,0,1,3,,1,2,15,0,24,,,1,0,,,,,
2830056,1,12,8,2,1,0,0,0,0,1,3,3,1,2,15,0,14,,2,2,0,1,1,2,1,2
2830063,1,8,,3,1,0,0,0,0,1,3,4,1,1,14,0,,,2,2,0,,,,,
2830071,1,11,2,1,1,1,0,0,0,2,3,,1,2,11,0,31,,2,2,7,7,7,1,3,3
2830074,1,7,3,2,1,0,0,0,0,1,3,1,1,2,14,0,31,,2,1,1,7,7,1,4,4
2830086,3,2,,3,1,0,0,0,0,1,3,,1,1,,0,,8,,2,5,,,,,
2830137,1,13,,3,2,0,0,1,0,2,1,,1,4,15,1,53,,4,2,1,,,,,
2830155,1,14,,2,1,0,0,1,0,2,1,1,1,2,12,1,51,,,2,0,,,,,
2830176,1,10,9,2,1,0,0,1,0,2,3,4,1,2,11,1,61,,3,1,5,11,11,3,2,1
2830185,1,11,3,2,1,0,0,1,0,2,3,1,1,1,12,1,22,,2,2,5,7,7,1,4,4
2830197,1,4,3,3,1,0,0,0,0,1,3,3,1,3,14,0,51,,3,2,1,7,7,1,4,4
2830258,1,8,1,2,1,0,0,1,0,2,3,2,1,2,12,1,53,,3,2,0,7,7,1,3,3
2830255,1,17,,1,1,0,0,0,0,1,3,1,1,2,10,0,75,,,2,0,,,,,
2830271,1,5,2,1,1,0,0,0,0,1,3,1,1,1,15,0,96,,1,1,1,9,9,1,3,3
2830270,1,13,4,2,1,0,0,0,0,1,3,1,1,2,15,0,21,,1,1,0,7,7,1,4,4
2830304,3,6,9,2,3,0,0,0,0,1,3,1,2,1,15,0,13,9,1,1,1,7,7,3,2,1
2830332,1,12,1,3,1,0,1,0,0,2,3,1,1,2,11,0,42,,2,2,0,7,7,1,2,3
2830359,1,13,,2,1,0,0,0,0,1,3,1,1,2,15,0,13,,3,2,0,,,,,
2830376,1,11,4,3,1,0,0,0,0,1,3,3,1,1,15,0,42,,2,2,1,7,7,1,4,4
2830378,1,8,,2,1,0,0,0,0,1,3,4,1,2,14,0,34,,1,2,5,,,,,
2830388,1,8,3,4,1,0,0,0,1,2,3,5,1,2,12,0,51,,3,2,3,10,10,1,3,3
2830418,1,11,3,2,1,0,0,0,0,1,3,1,1,2,12,0,53,,3,2,0,7,7,1,3,3
2830417,1,13,5,2,1,0,0,1,0,2,3,1,1,3,14,2,13,,1,1,3,3,3,1,4,4
2830422,1,3,,2,1,0,0,0,0,1,3,6,4,1,,0,,,,2,5,,,,,
2830445,1,18,,0,1,1,0,1,0,3,2,1,1,3,10,2,53,,,2,0,,,,,
2830455,1,18,,0,1,1,0,1,0,3,2,,1,2,10,1,33,,,2,3,,,,,
2830501,1,18,,4,1,0,1,1,0,3,1,,1,4,10,2,,,,2,1,,,,,
2830499,1,13,,1,1,0,0,0,0,1,3,,1,1,15,0,12,,1,1,0,,,,,
2830535,1,14,3,2,1,0,0,0,0,1,3,1,1,2,12,0,42,,,2,0,8,8,1,3,3
2830532,1,13,4,1,1,0,0,1,0,2,2,,1,2,12,1,33,,2,2,1,7,7,1,4,4
2830550,1,6,1,1,1,0,0,0,0,1,3,,1,1,12,0,71,,3,1,4,7,7,1,2,3
2830584,1,8,5,0,1,0,0,0,1,2,3,5,13,2,12,0,26,,3,2,5,8,8,1,4,4
2830611,1,12,1,1,1,0,0,0,0,1,3,1,1,2,15,0,24,,1,2,0,10,10,1,3,3
2830619,1,12,6,2,1,0,0,1,0,2,2,1,1,3,12,1,53,,4,2,3,7,7,1,4,4
2830620,1,7,,1,1,1,0,1,0,3,3,4,1,2,11,1,93,,4,2,3,,,,,
2830639,1,17,,2,1,0,0,0,0,1,3,1,1,2,12,0,33,,,2,0,,,,,
2830686,1,14,,1,2,0,0,0,0,1,3,,1,1,12,0,71,,,1,0,,,,,
2830687,1,15,8,2,1,0,0,0,0,1,3,1,1,2,16,0,42,,,2,0,7,1,2,1,2
2830702,1,7,5,4,1,0,0,0,0,1,3,1,1,1,11,0,33,,1,1,0,7,7,1,4,4
2830689,1,10,9,3,1,0,0,0,0,1,3,2,1,2,14,0,71,,3,1,1,7,7,3,2,1
2830714,1,11,7,2,1,0,0,0,0,1,3,4,1,1,15,0,26,,1,1,0,3,3,1,4,4
2830726,1,1,,1,1,0,0,0,0,1,3,4,1,1,,0,,,,2,1,,,,,
2830775,1,10,1,2,1,0,0,0,0,1,3,1,1,2,12,0,51,,4,2,5,8,8,1,3,3
2830794,1,1,,2,1,0,0,1,0,2,3,4,1,2,,1,,,,1,5,,,,,
2830793,1,9,9,2,1,0,0,1,0,2,2,4,1,3,11,1,91,,4,1,5,7,7,3,2,1
2830777,1,3,,2,1,0,0,0,0,1,3,5,1,1,,0,,,,1,1,,,,,
2830812,1,13,,2,1,0,0,0,0,1,3,1,1,2,15,0,13,,4,1,0,,,,,
2830851,1,9,9,2,1,1,0,0,0,2,3,1,1,2,11,0,13,,3,2,1,7,7,3,2,1
2830859,1,5,9,1,1,0,0,0,0,1,3,1,1,1,14,0,51,,4,2,2,7,7,3,2,1
2830861,1,16,,1,1,0,0,1,0,2,2,,1,3,15,1,51,,,2,1,,,,,
2830876,1,9,5,4,1,0,0,0,0,1,3,4,1,2,15,0,12,,1,1,1,7,7,1,4,4
2830889,1,14,1,2,1,0,0,0,0,1,3,1,1,1,10,0,51,,,1,0,10,10,1,3,3
2830937,1,15,,1,1,1,0,0,0,2,3,,1,1,10,0,42,,,2,1,,,,,
2830938,1,16,,1,1,0,0,1,0,2,1,1,1,3,11,2,14,,,2,0,,,,,
2830967,1,8,3,2,1,0,0,0,0,1,3,2,1,1,15,0,2,,2,1,1,7,7,1,3,3
2830961,1,9,6,2,1,0,0,0,0,1,3,4,1,2,15,0,72,,4,1,1,7,7,1,4,4
2830964,1,12,4,2,1,0,0,0,0,1,3,1,1,1,14,0,11,,1,2,1,7,7,1,4,4
2831020,1,3,,2,1,0,0,0,0,1,3,5,1,1,,0,,,,2,1,,,,,
2831023,1,14,,2,4,0,0,1,0,2,3,1,1,1,12,1,34,,,2,0,,,,,
2831017,2,2,,2,1,0,0,0,0,1,3,4,1,1,,0,,8,,1,5,,,,,
2831031,1,3,,2,1,0,0,0,0,1,3,5,1,1,,0,,,,2,0,,,,,
2831047,1,16,,1,1,1,0,1,0,3,1,1,1,4,10,2,81,,,1,0,,,,,
2831084,3,6,2,1,1,0,1,1,0,3,3,,1,2,14,1,94,9,4,2,9,7,7,1,3,3
2831095,1,16,,2,1,0,0,1,0,2,3,1,1,1,14,1,31,,,1,1,,,,,
2831117,1,12,1,1,1,0,0,0,0,1,3,1,1,1,11,0,53,,4,2,0,10,10,1,3,3
2831114,1,2,,2,1,0,0,0,0,1,3,4,1,2,,0,,,,1,1,,,,,
2831149,1,17,,1,1,0,0,1,0,2,1,1,1,3,12,2,42,,,1,0,,,,,
2831172,1,5,4,2,1,0,0,1,1,3,2,3,1,2,12,1,24,,3,2,3,6,6,1,3,3
2831171,1,8,4,1,1,0,0,0,0,1,3,1,1,1,14,0,53,,2,1,5,7,7,1,3,3
2831196,1,9,,1,1,0,1,1,0,3,1,3,1,5,15,1,24,,3,2,3,,,,,
2831216,2,2,,1,1,1,1,0,1,4,3,4,1,1,,0,,8,,2,3,,,,,
2831217,1,7,4,1,1,0,0,0,0,1,3,4,1,3,14,0,53,,2,2,3,7,7,1,3,3
2831248,1,14,2,2,1,0,0,0,0,1,3,1,1,2,16,0,83,,,1,5,7,7,1,3,3
2831241,1,4,,2,1,0,0,1,0,2,3,7,1,2,11,2,,,4,2,4,,,,,
2831257,1,2,,2,1,0,0,0,0,1,3,2,1,1,,0,,,,1,1,,,,,
2831277,1,11,8,4,12,0,0,0,0,1,3,1,1,2,16,0,13,,2,2,1,1,1,2,1,2
2831295,1,13,,1,1,0,0,0,0,1,3,,1,3,12,0,43,,2,2,0,,,,,
2831346,1,14,3,1,1,1,0,1,0,3,2,,1,2,16,1,61,,,1,0,7,7,1,3,3
2831340,1,7,,2,1,0,0,0,0,1,3,4,1,1,12,0,51,,2,2,1,,,,,
2831343,1,4,4,3,1,0,0,0,0,1,3,3,1,1,12,0,51,,2,2,1,4,4,1,3,3
2831366,1,13,1,2,1,0,0,1,0,2,3,1,1,1,15,1,41,,1,2,0,7,7,1,3,3
2831389,1,12,5,2,11,1,1,0,0,3,3,1,10,3,10,0,91,,4,2,0,7,7,1,4,4
2831419,1,15,,2,1,0,0,1,0,2,2,1,1,2,15,1,14,,,1,0,,,,,
2831438,1,10,8,1,1,0,0,0,0,1,3,,1,1,15,0,25,,1,2,1,7,1,2,1,2
2831450,1,16,2,1,1,0,0,0,0,1,3,,1,1,15,0,34,,,2,0,7,7,1,3,3
2831461,1,18,,1,1,0,0,1,0,2,1,,1,2,12,1,44,,,2,0,,,,,
2831482,1,15,,1,1,0,0,1,0,2,2,1,1,3,10,1,91,,,2,0,,,,,
2831520,1,15,,2,1,0,0,0,0,1,3,1,1,2,13,0,51,,,2,0,,,,,
2831516,1,15,,1,1,0,0,0,0,1,3,,1,2,15,0,26,,,1,0,,,,,
2831543,1,12,,2,1,0,0,0,0,1,3,1,1,2,15,0,23,,1,2,0,,,,,
2831564,,5,,2,,0,0,0,0,1,,,,,,0,,,,1,0,,,,,
2831570,1,2,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,1,1,,,,,
2831614,1,12,9,3,1,0,0,0,0,1,3,5,1,3,11,0,71,,3,1,0,7,7,3,2,1
2831644,1,3,,2,1,0,0,0,0,1,3,6,1,1,,0,,,,1,5,,,,,
2831647,1,13,,4,3,0,0,1,0,2,1,3,1,5,13,2,71,,4,1,0,,,,,
2831637,1,4,3,2,1,0,0,0,0,1,3,5,1,2,12,0,52,,2,1,0,8,8,1,3,3
2831664,1,11,,2,1,0,0,0,0,1,3,1,1,2,11,0,44,,3,2,0,,,,,
2831695,1,3,,2,1,0,0,0,1,2,3,5,1,1,,0,,,,1,1,,,,,
2831722,1,14,,2,1,0,0,0,0,1,3,1,1,2,13,0,74,,,1,0,,,,,
2831712,1,8,4,3,1,0,0,0,0,1,3,1,1,1,14,0,32,,2,1,0,7,7,1,4,4
2831741,1,2,,1,1,1,0,0,0,2,3,6,1,1,,0,,,,2,1,,,,,
2831756,1,1,,2,1,0,0,0,0,1,3,6,1,1,,0,,,,1,1,,,,,
2831793,1,16,9,2,1,1,0,1,0,3,2,1,1,2,11,1,33,,,1,0,7,7,3,2,1
2831781,1,13,4,1,1,0,0,0,0,1,3,,1,2,15,0,22,,2,2,1,7,7,1,4,4
2831805,1,13,4,1,1,0,0,0,0,1,3,,1,1,14,0,43,,2,1,0,3,3,1,3,3
2831801,1,14,,2,1,0,0,1,0,2,1,1,1,2,15,2,22,,,2,0,,,,,
2831816,1,5,4,3,1,0,0,0,0,1,3,1,1,2,11,0,72,,3,1,1,7,7,1,3,3
2831862,1,16,1,1,1,0,0,1,1,3,2,,1,2,12,1,51,,,2,0,7,7,1,2,3
2831867,1,3,,2,9,0,0,0,0,1,3,4,1,1,,0,,,,2,1,,,,,
2831877,1,12,2,3,1,0,1,1,0,3,3,3,1,1,13,1,13,,2,1,1,7,7,1,3,3
2831873,1,9,4,2,1,0,0,0,0,1,3,1,1,2,14,0,35,,1,2,0,7,7,1,3,3
2831888,1,1,,2,1,1,1,0,0,3,3,6,1,1,,0,,,,2,5,,,,,
2831916,2,11,,0,1,0,1,1,1,4,1,1,1,3,12,1,82,8,4,2,4,,,,,
2831931,1,4,,2,1,0,0,1,0,2,3,7,1,1,11,1,34,,3,1,0,,,,,
2831944,1,19,,0,1,0,0,1,0,2,1,,1,3,15,1,53,,,2,0,,,,,
2831939,1,15,,1,1,0,0,1,0,2,2,1,1,3,13,2,13,,,1,1,,,,,
2831964,1,9,7,4,1,0,0,0,0,1,3,5,1,1,14,0,74,,3,1,1,7,7,1,4,4
2832014,1,12,,2,1,1,1,1,0,4,2,,1,3,10,2,,,4,1,4,,,,,
2832010,1,9,9,2,1,0,0,1,0,2,3,5,1,3,10,1,71,,2,1,1,7,7,3,2,1
2832024,1,13,,2,1,0,0,0,0,1,3,,1,2,15,0,23,,1,2,0,,,,,
2832027,1,15,,0,1,0,0,0,0,1,3,1,1,3,11,0,26,,,2,0,,,,,
2832041,2,6,1,1,1,0,0,0,0,1,3,,1,1,10,0,44,8,2,1,3,10,10,1,3,3
2832077,1,13,,1,1,0,0,1,0,2,2,1,1,2,13,1,72,,2,1,0,,,,,
2832102,1,12,,1,1,1,1,1,0,4,1,,1,3,11,1,71,,3,2,0,,,,,
2832132,3,2,,2,1,0,0,0,0,1,3,4,1,1,,0,,11,,2,1,,,,,
2832128,1,12,6,2,1,0,0,0,0,1,3,1,1,1,12,0,91,,1,1,0,7,7,1,4,4
2832160,1,12,1,1,1,1,0,1,0,3,2,1,1,3,10,2,93,,4,1,3,7,7,1,3,3
2832193,1,10,2,2,1,1,0,0,0,2,3,1,1,1,11,0,14,,2,1,1,7,7,1,3,3
2832204,1,8,9,2,1,0,0,0,0,1,3,4,1,2,14,0,74,,3,1,1,7,7,3,2,1
2832189,1,4,1,1,1,0,0,1,0,2,3,6,1,1,11,1,52,,3,1,5,4,4,1,3,3
2832218,1,19,,0,1,1,0,1,0,3,2,,1,3,10,1,52,,,2,0,,,,,
2832231,1,3,,1,1,1,0,1,0,3,3,4,1,1,,1,,,,2,1,,,,,
2832266,1,15,,1,1,1,0,0,0,2,3,,1,1,10,0,42,,,2,0,,,,,
2832268,1,6,1,1,1,0,0,0,0,1,3,1,1,1,13,0,72,,3,1,7,9,9,1,3,3
2832286,,5,,3,,0,0,0,0,1,,,,,,0,,,,2,0,,,,,
2832284,1,15,,1,1,0,0,1,0,2,3,1,1,2,12,0,42,,,2,0,,,,,
2832304,1,6,2,1,8,0,0,0,0,1,3,1,3,1,14,0,33,,3,2,4,7,7,1,4,4
2832350,1,17,,0,1,1,0,1,0,3,2,,1,2,10,1,43,,,2,0,,,,,
2832348,1,16,,1,10,1,0,1,0,3,1,,1,4,10,1,51,,,2,0,,,,,
2832363,1,12,4,2,1,0,0,0,0,1,3,3,1,1,16,0,14,,2,1,1,7,7,1,4,4
2832366,1,14,,1,1,0,0,0,0,1,3,1,1,2,16,0,74,,,1,0,,,,,
2832388,1,14,,2,1,1,0,1,0,3,3,1,1,3,10,1,96,,,2,0,,,,,
2832408,1,5,1,3,1,0,0,0,1,2,3,5,1,1,14,0,53,,3,2,1,7,7,1,3,3
2832415,1,12,5,2,1,0,0,0,0,1,3,1,1,2,14,0,33,,2,2,1,7,7,1,4,4
2832424,1,10,5,3,1,0,0,0,0,1,3,1,1,2,16,0,13,,1,1,1,7,7,1,4,4
2832432,1,13,,2,1,0,0,0,0,1,3,1,1,1,12,0,53,,4,2,3,,,,,
2832460,1,12,5,2,1,0,0,0,0,1,3,1,1,1,15,0,33,,2,2,1,7,7,1,4,4
2832491,1,13,4,1,1,0,0,0,0,1,3,1,1,2,11,0,33,,2,2,0,4,4,1,4,4
2832496,2,9,4,2,1,0,0,0,0,1,3,1,1,1,11,0,14,8,2,1,5,7,7,1,4,4
2832507,1,17,,0,1,1,0,1,0,3,1,,1,3,10,1,41,,,2,0,,,,,
2832514,1,16,,1,1,0,0,1,0,2,2,1,1,3,16,2,23,,,2,0,,,,,
2832543,1,17,,2,1,0,0,1,0,2,2,1,1,2,12,1,21,,,1,0,,,,,
2832580,1,11,9,2,1,0,0,0,1,2,3,,1,1,11,0,91,,4,2,1,7,7,3,2,1
2832575,1,12,,2,1,0,0,0,0,1,3,1,1,1,15,0,23,,1,2,1,,,,,
2832601,1,11,9,3,1,0,0,0,0,1,3,1,1,3,15,0,22,,2,1,1,7,7,3,2,1
2832600,1,10,3,2,1,0,0,0,0,1,3,1,1,1,15,0,44,,1,2,1,7,7,1,4,4
2832613,1,13,2,3,1,1,0,1,0,3,3,1,1,2,11,1,24,,1,2,0,7,7,1,3,3
2832659,1,13,9,2,1,0,0,0,0,1,3,1,1,3,15,0,71,,3,1,1,7,7,3,2,1
2832666,1,8,8,1,7,0,0,0,0,1,3,3,3,1,16,0,91,,3,2,9,10,1,2,1,2
2832686,1,10,4,4,1,0,0,0,0,1,3,1,1,1,15,0,22,,1,1,1,7,7,1,4,4
2832678,1,18,,2,1,1,0,1,0,3,2,1,1,2,10,2,54,,,1,0,,,,,
2832706,1,7,2,1,1,0,0,0,0,1,3,6,1,2,13,0,72,,3,1,1,9,9,1,3,3
2832741,1,12,1,0,1,0,0,0,0,1,3,,1,2,13,0,31,,2,1,1,9,9,1,3,3
2832743,1,12,4,4,1,0,0,0,0,1,3,3,1,2,14,0,21,,1,1,0,7,7,1,4,4
2832765,,1,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,1,8,,,,,
2832761,1,19,,0,1,0,0,1,0,2,2,,1,2,14,1,23,,,2,0,,,,,
2832781,1,9,4,1,1,0,0,0,0,1,3,3,1,2,15,0,51,,3,2,4,7,7,1,3,3
2832852,1,13,,2,8,0,0,0,0,1,3,1,1,2,13,0,31,,2,1,0,,,,,
2832842,1,13,,1,1,0,0,0,0,1,3,1,1,1,16,0,44,,2,1,0,,,,,
2832856,1,2,,0,1,1,0,0,0,2,3,6,1,1,,0,,,,2,0,,,,,
2832871,1,10,,0,1,1,1,1,0,4,1,,1,5,11,1,82,,4,2,3,,,,,
2832907,2,4,,0,1,1,1,0,0,3,3,4,1,1,10,0,,8,4,2,4,,,,,
2832932,1,5,3,4,1,0,0,0,0,1,3,1,1,1,14,0,42,,3,2,0,7,7,1,4,4
2832950,1,6,4,2,1,0,0,0,0,1,3,1,1,3,13,0,53,,2,2,0,7,7,1,3,3
2832961,1,13,,0,1,0,1,1,0,3,3,,1,2,10,1,94,,4,1,3,,,,,
2832972,2,11,3,1,1,0,0,1,0,2,3,6,1,2,15,0,1,8,1,1,3,7,7,1,3,3
2832982,2,11,5,2,1,1,1,1,0,4,2,1,1,3,10,2,42,8,2,2,4,7,7,1,4,4
2833032,1,3,,1,10,1,0,0,0,2,3,6,1,1,,0,,,,2,4,,,,,
2833030,1,2,,2,1,0,0,0,0,1,3,4,3,1,,0,,,,1,1,,,,,
2833046,1,8,2,2,1,0,0,0,0,1,3,6,1,1,14,0,53,,2,2,1,7,7,1,3,3
2833050,1,9,2,2,1,0,0,0,0,1,3,5,1,1,10,0,22,,2,2,1,7,7,1,3,3
2833066,1,8,4,1,1,0,0,0,0,1,3,2,1,2,12,0,43,,2,2,1,7,7,1,4,4
2833104,1,13,,1,1,1,0,1,0,3,3,1,1,2,10,1,,,3,2,5,,,,,
2833118,1,4,7,1,1,0,1,1,0,3,2,3,1,3,12,1,33,,2,2,1,8,8,1,4,4
2833133,1,13,6,2,1,0,0,1,0,2,2,1,1,3,14,1,71,,3,1,0,7,7,1,4,4
2833128,1,9,8,2,1,0,0,0,0,1,3,4,1,1,15,0,44,,3,2,1,1,1,2,1,2
2833156,1,11,4,2,1,0,0,0,0,1,3,1,1,2,12,0,94,,4,2,3,7,7,1,4,4
2833187,1,2,,2,1,0,0,0,0,1,3,4,1,1,,0,,,,1,1,,,,,
2833203,1,11,3,2,1,0,0,1,0,2,3,1,1,2,14,1,43,,2,1,1,7,7,1,4,4
2833218,1,13,,1,1,1,0,0,0,2,3,1,1,1,10,0,52,,1,2,0,,,,,
2833213,1,6,,2,1,0,0,0,0,1,3,2,1,1,14,0,33,,2,2,0,,,,,
2833240,1,12,,2,1,0,1,1,0,3,1,1,1,4,15,1,72,,3,1,1,,,,,
2833271,1,15,,1,1,0,0,0,0,1,3,1,1,2,12,0,81,,,2,0,,,,,
2833273,1,11,5,2,1,0,0,1,0,2,2,1,1,3,15,2,24,,2,1,3,7,7,1,4,4
2833289,1,17,,0,6,1,0,0,0,2,3,,1,2,10,0,52,,,2,0,,,,,
2833310,1,19,,0,1,1,0,1,0,3,1,,1,3,10,1,91,,,2,0,,,,,
2833321,1,12,3,2,7,0,0,0,0,1,3,1,1,2,14,0,42,,2,2,0,7,7,1,3,3
2833376,1,17,,1,1,0,0,0,0,1,3,,1,1,15,0,53,,,2,0,,,,,
2833378,1,8,2,4,1,0,0,0,0,1,3,3,1,1,15,0,32,,4,2,1,7,7,1,3,3
2833387,1,14,,2,1,1,0,0,0,2,3,1,1,2,11,0,14,,,1,0,,,,,
2833393,1,2,,1,1,1,0,0,0,2,3,6,1,1,,0,,,,1,1,,,,,
2833407,2,6,9,2,1,0,0,0,0,1,3,1,1,1,12,0,71,8,3,1,7,7,7,3,2,1
